Stand_ID,Lat,Lon,Category
110,2726.1624472222225,2646.2924944444444,Apron 2
112,82.32727777777778,169.94083333333333,Apron 2
114,2718.8911166666667,2634.520288888889,Apron 2
118,82.26094444444443,169.80583333333334,Apron 2
122,2715.158766666667,2627.6955555555555,Apron 2
124,82.72577777777776,170.12916666666666,Apron 2
126,2742.9478194444446,2646.0834777777777,Apron 2
128,82.64844444444444,169.99233333333333,Apron 2
130,2738.2464972222224,2637.541211111111,Apron 2
301,82.58144444444444,169.87483333333333,Apron 2
302,2734.535522222222,2631.2394111111107,Apron 2
303,82.5106111111111,169.74833333333333,Apron 2
304,2729.9641722222227,2622.9070805555552,Apron 2
305,82.43794444444444,169.61966666666666,Apron 2
231,82.92666666666666,2555.1107305555556,Apron 3
232,168.59544444444447,2750.8801194444445,Apron 3
233,82.78916666666666,2559.0287305555557,Apron 3
234,168.6507777777778,2742.085,Apron 3
235,2560.7183194444447,169.35177777777778,Apron 3
236,2742.6183333333333,2603.7884916666667,Apron 3
237,169.40611111111113,2746.6633083333336,Apron 3
238,82.78683333333333,8817.046333333334,Apron 3
239,2604.790088888889,169.38611111111112,Apron 3
240,2751.7624333333333,82.89249999999998,Apron 3
241,2560.601944444444,168.67244444444447,Apron 3
242,2760.0828444444446,83.01416666666665,Apron 3
243,2606.3030861111115,169.46894444444445,Apron 3
245,2804.304936111111,83.752,Apron 3
246,2613.8255972222223,169.60744444444447,Apron 3
247,2806.2178527777774,83.70933333333333,Apron 3
248,2625.182941666667,169.7602777777778,Apron 3
249,2760.149502777778,82.97816666666667,Apron 3
250,2629.2926305555557,169.82077777777778,Apron 3
251,2761.1406416666664,83.02216666666666,Apron 3
252,2632.7644833333334,169.85461111111113,Apron 3
253,2804.35055,83.74516666666666,Apron 3
254,2629.385697222222,169.7622777777778,Apron 3
255,2809.078502777778,83.84049999999999,Apron 3
256,2621.2173611111116,169.6297777777778,Apron 3
257,2754.3435916666667,82.86483333333334,Apron 3
258,2640.7401194444446,169.95944444444444,Apron 3
259,2749.901816666667,82.79683333333332,Apron 3
260,2633.518986111111,169.83911111111112,Apron 3
261,2745.819811111111,82.74233333333333,Apron 3
262,2626.258080555556,168.05177777777777,Apron 3
263,2742.2880555555553,9.37725,Apron 3
264,169.65494444444445,2739.5667416666665,Apron 3
265,82.62466666666666,2615.236116666667,Apron 3
266,169.53461111111113,2735.484736111111,Apron 3
267,82.56916666666666,2607.899336111111,Apron 3
268,169.7452777777778,2822.618383333333,Apron 3
321,84.0645,2621.821025,Apron 3
322,169.65544444444447,2828.2869833333334,Apron 3
323,84.14916666666666,2617.242202777778,Apron 3
324,169.59144444444445,2756.0358333333334,Apron 3
325,82.95816666666667,2540.452602777778,Apron 3
326,168.2987777777778,2762.094333333333,Apron 3
327,83.71933333333334,2535.4151305555556,Apron 3
328,168.22294444444447,2806.353055555556,Apron 3
601,82.8325,27.83611111111111,Cargo Apron 1
602,2752.0744305555554,82.87783333333334,Cargo Apron 1
603,2755.7511944444445,171.96761111111113,Cargo Apron 1
604,2756.526622222222,82.952,Cargo Apron 1
605,2803.6324333333337,172.76561111111113,Cargo Apron 1
606,2760.9999249999996,83.02633333333333,Cargo Apron 1
607,2811.5347805555557,172.89711111111112,Cargo Apron 1
608,2805.452113888889,83.76716666666667,Cargo Apron 1
609,2819.415927777778,173.01661111111113,Cargo Apron 1
610,2809.584108333333,83.836,Cargo Apron 1
611,2826.5870611111113,173.13694444444445,Cargo Apron 1
612,2758.9517305555555,82.99233333333333,Cargo Apron 1
613,2746.023,171.79444444444445,Cargo Apron 1
614,2803.3939222222225,83.73316666666666,Cargo Apron 1
615,2753.9253472222226,171.9257777777778,Cargo Apron 1
616,2807.8561111111107,83.8075,Cargo Apron 1
621,2801.8065861111113,172.72394444444444,Cargo Apron 1
622,2812.319413888889,83.88166666666666,Cargo Apron 1
623,2809.6978222222224,172.8552777777778,Cargo Apron 1
624,2816.361427777778,83.949,Cargo Apron 1
625,2816.9389444444446,172.97611111111112,Cargo Apron 1
801,84.24661111111111,169.4908333333333,De-icing Apron
802,2833.562913888889,2606.6024500000003,De-icing Apron
803,84.15727777777778,168.66616666666667,De-icing Apron
804,2828.6785944444446,2557.9337583333336,De-icing Apron
805,83.8971111111111,518.8764416666667,De-icing Apron
811,2812.8911138888893,169.7165,De-icing Apron
812,82.91894444444445,2621.4856888888885,De-icing Apron
813,2748.640488888889,169.53916666666666,De-icing Apron
814,82.05961111111111,2739.2595722222222,De-icing Apron
815,2706.5088555555553,171.56866666666667,De-icing Apron
816,82.21994444444444,2722.765672222222,De-icing Apron
817,2631.9783305555557,170.12783333333334,De-icing Apron
821,80.95077777777777,2646.2436777777775,De-icing Apron
822,2640.2330250000005,172.86966666666666,De-icing Apron
823,37.45696111111111,2816.3828750000002,De-icing Apron
825,85.44427777777777,126.4449388888889,De-icing Apron
